ID,Name,Year Published,Bayesian Average,Mechanic,Category
4288,"Panzer: A Tactical Game of Armored Combat on the Eastern Front, 1941-1945",1979,5.60233,Dice Rolling,Wargame
4290,Pickett's Charge: A Game of the Battle of Gettysburg,1980,5.53325,Dice Rolling,American Civil War
4291,"Armor: A Tactical Game of Armored Combat in Western Europe, 1944-1945",1980,5.58742,Dice Rolling,Wargame
4293,The Great Redoubt: A Game of the Battle of Borodino – 1812,1979,5.54222,Dice Rolling,Napoleonic
4294,The Thin Red Line: A Game of the Battle of Waterloo,1979,5.54009,Not available,Napoleonic
4295,"Murfreesboro: A Game of the Battle of Stones River December 31, 1862",1979,5.51026,Dice Rolling,American Civil War
4296,Battles & Leaders: A Game of Tactical Level Combat in the American Civil War 1861-1865,1981,5.52109,Critical Hits and Failures,American Civil War
4297,Dallas: A Game of the Ewing Family,1980,5.49581,Events,Economic
4298,Beachhead: A Game of Island Invasions in the South Pacific 1942-1944,1980,5.50587,Dice Rolling,Wargame
4299,Battle: The Game of Strategy,1979,5.49672,Grid Movement,American Civil War
4300,The Barbarians: Games of the Fall of Rome and the Mongol Invasion of Europe,1981,5.51574,Area Movement,Ancient
4301,Not available,Not available,Not available,Not available,Not available
4303,The Fall of South Vietnam: A Game of Combat in South Vietnam – 1973-1975,1981,5.50571,Area Movement,Civil War
4304,Slang,1993,0,Not available,Party Game
4305,Not available,Not available,Not available,Not available,Not available
4307,"Ostkrieg: Armoured Warfare on the East Front, 1944-45",1980,0,Dice Rolling,Wargame
4308,The Shakespeare Game,1900,0,Memory,Card Game
4309,Pracoro Dice Battle,1998,0,Dice Rolling,Children's Game
4310,Sting,1984,5.48966,Set Collection,Card Game
4311,Hexentrio,1977,0,Pattern Building,Abstract Strategy
4313,Not available,Not available,Not available,Not available,Not available
4315,Not available,Not available,Not available,Not available,Not available
4317,Mayday,1978,5.53411,Action Queue,Science Fiction
4319,Zeppelin,1993,5.49673,Dice Rolling,Aviation / Flight
4320,The Air-Eaters Strike Back!,1981,5.52389,Dice Rolling,Science Fiction
4321,Resistoly,0,0,Not available,Children's Game
4323,VOC! Founding the Dutch East Indies Company,2002,5.55977,Line Drawing,Nautical
4324,Risk: The Lord of the Rings,2002,5.74379,Area Majority / Influence,Adventure
4325,Conflict,1940,5.48613,Alliances,Miniatures
4326,Virus & Co,2002,5.48853,Auction/Bidding,Card Game
4327,War & Sheep,2002,5.53387,Area Movement,Animals
4328,Tony & Tino,2002,5.5437,Tile Placement,Mafia
4329,Drake & Drake,2002,5.50725,Not available,Pirates
4331,Quads,1996,5.57673,Square Grid,Abstract Strategy
4333,Rip-Off,1975,0,Not available,Economic
4334,Chart Wars,1992,0,Hexagon Grid,Humor
4336,Cromwell's Victory: The Battle of Marston Moor,1985,5.52855,Hexagon Grid,Pike and Shot
4337,Dragon Hordes,1998,0,Not available,Fantasy
4338,Twilight Imperium: Second Edition – Hope's End,2001,5.61713,Dice Rolling,Civilization
4340,Combots,1983,5.4989,Dice Rolling,Fighting
4341,Market Madness,1981,0,Commodity Speculation,Economic
4342,"Screaming Eagles in Holland: The 101st Airborne Division's Defense of Hell's Highway, 22-23 September, 1944",2002,5.57885,Dice Rolling,Wargame
4344,Not available,Not available,Not available,Not available,Not available
4346,"Cedar Mountain: Prelude to Bull Run, August 9, 1862",1981,5.64797,Dice Rolling,American Civil War
4347,Thunder's Edge: Demon Canyon,1999,5.52003,Modular Board,Expansion for Base-game
4348,HoverTank 3,2001,0,Hexagon Grid,Miniatures
4349,Jutland: Duel of the Dreadnoughts,1991,5.52638,Dice Rolling,Nautical
4351,Global Summit: The Peace Game,1988,0,Cooperative Game,Card Game
4352,Fightball,2002,5.52828,Pattern Building,Card Game
4353,Vector 3: Tactical Space Combat in Three Dimensions,1979,5.49296,Dice Rolling,Print & Play
4354,Dark Horizon: Escape,1996,0,Action Points,Fighting
4355,Therapy,1986,5.44585,Roll / Spin and Move,Medical
4356,Monkeys on the Moon,2002,5.6764,Auction/Bidding,Animals
4358,The Guns of August,1981,5.56677,Hexagon Grid,Wargame
4359,1914: Glory's End,1994,5.54919,Dice Rolling,Wargame
4360,Attack in the Ardennes: The Battle of the Bulge,1982,5.50897,Dice Rolling,Wargame
4361,Not available,Not available,Not available,Not available,Not available
4363,Seven Pines,1998,5.57004,Hexagon Grid,American Civil War
4364,"Gaines Mill: The Battles of the Seven Days, June 1962, Volume 1",1997,5.57272,Hexagon Grid,American Civil War
4365,Dark Victory: The Battle of the Alamo,1997,5.49025,Dice Rolling,Post-Napoleonic
4367,Nero: Legacy of a Despot,2002,5.32361,Area Movement,Ancient
4368,In their Quiet Fields II,1995,5.63799,Hexagon Grid,American Civil War
4369,Das Zahnputzspiel,1999,0,Roll / Spin and Move,Children's Game
4370,Fische Fluppen Frikadellen,2002,5.85804,Multiple Maps,Economic
4372,Froop!,2002,5.49894,Pattern Building,Abstract Strategy
4374,Crosstrack,1994,5.48951,Network and Route Building,Abstract Strategy
4375,Krone & Schwert,2002,5.55194,Action Points,City Building
4376,Kings in the Corner,1996,5.42992,Hand Management,Card Game
4377,Ladybohn,2002,5.57299,Set Collection,Card Game
4378,Cootie,1927,4.76298,Dice Rolling,Animals
4379,Bug-Eyed Monsters,1983,5.52445,Dice Rolling,Science Fiction
4380,"Dillinger: The Mid-West Crime Wave, 1931-1934",2002,0,Action Points,Card Game
4382,Go For It!,1986,5.47583,Betting and Bluffing,Children's Game
4383,Oskar,1994,5.49102,Dice Rolling,Card Game
4384,Im Schatten des Sonnenkönigs,2002,5.48075,Auction/Bidding,Age of Reason
4385,A Gamut of Games,1969,5.893,Not available,Abstract Strategy
4386,Fanorona,1680,5.59092,Grid Movement,Abstract Strategy
4387,Not available,Not available,Not available,Not available,Not available
4389,Not available,Not available,Not available,Not available,Not available
4391,Magefire,2000,0,Action Points,Fantasy
4392,Dragonstar Rising,1987,5.51083,Hexagon Grid,Science Fiction
4393,Elevator Eddie,1999,5.50823,Hand Management,Card Game
4394,The Settlers of the Stone Age,2002,6.04999,Dice Rolling,Civilization
4395,Bean Trader,2002,5.57372,Pick-up and Deliver,Medieval
4397,Not available,Not available,Not available,Not available,Not available
4399,Legend of the Lost Dutchman,1995,0,Hexagon Grid,Adventure
4400,Overlords,2002,0,Dice Rolling,Fantasy
4401,Canal Grande,2002,5.69069,"I Cut, You Choose",Card Game
4402,Bayon,2002,5.49894,Memory,Adventure
4403,Rumors: An Adult Conversation Game,1997,0,Storytelling,Bluffing
4404,Gold!,1981,5.48478,Commodity Speculation,Economic
4405,The Big Deal,1977,5.4945,Betting and Bluffing,Economic
4406,Mini Archimedes,1983,0,Not available,Abstract Strategy
4407,Don't Miss the Boat!,1965,0,Area Movement,Abstract Strategy
4408,Cyborg: The Ultimate Adventure,1978,0,Dice Rolling,Fantasy
4409,Yu-Gi-Oh! Hexors Collectible Battle Tile Game,2002,0,Not available,Abstract Strategy
4410,Barn Buzzin' Goofy,1999,5.50877,Not available,Action / Dexterity
4411,Citadel,1976,0,Finale Ending,Adventure
4412,Warlocks & Warriors,1977,0,Roll / Spin and Move,Adventure
4413,Star Trek III,1985,5.52967,Area Movement,Adventure
4414,Empire 1,1973,0,Alliances,Economic
4415,Not available,Not available,Not available,Not available,Not available
4417,Worlds of Heroes & Tyrants Card Expansion #2: Secrets of The Cataclysm,2001,0,Variable Player Powers,Adventure
4418,Worlds of Heroes & Tyrants: Hell,2003,0,Not available,Expansion for Base-game
4419,Worlds of Heroes & Tyrants: Hell Card Expansion #2 – Anger Management,2003,0,Not available,Expansion for Base-game
4420,Worlds of Heroes & Tyrants: Hell Card Expansion #1 – Alone,2003,0,Not available,Expansion for Base-game
4421,Ad Acta,2002,5.56459,Action Points,Card Game
4422,snip,2002,0,Not available,Action / Dexterity
4423,Not available,Not available,Not available,Not available,Not available
4425,Waterloo: Napoleon's Last Battle,2002,5.58089,Square Grid,Card Game
4426,Adeptus Titanicus II,2000,5.50293,Not available,Miniatures
4428,Die Flößerei,2002,0,Pick-up and Deliver,Economic
4430,Not available,Not available,Not available,Not available,Not available
4432,Burgenland,1988,0,Action Points,Abstract Strategy
4433,Acrobats,1989,5.48528,Not available,Action / Dexterity
4434,The Poll Game,2000,5.51122,Voting,Party Game
4435,Pirate Inc.,1985,5.49243,Not available,Bluffing
4437,Gaudí,2002,5.51408,Pattern Building,Abstract Strategy
4438,This Hallowed Ground,1989,5.49663,Area Movement,American Civil War
4440,Not available,Not available,Not available,Not available,Not available
4442,Oraklos,1997,5.47818,Pattern Recognition,Real-time
4443,Am Rande des Gletschers,2002,5.48803,Not available,Card Game
4444,Sambesi,2002,0,Not available,Not available
4445,Delphi,2002,5.50824,Hand Management,Bluffing
4447,Plus One,1980,0,Memory,Abstract Strategy
4448,Not available,Not available,Not available,Not available,Not available
4450,The Road to Vicksburg: The Battle of Champion Hill,1985,5.50548,Dice Rolling,American Civil War
4451,When Darkness Comes: The Horror Within,2002,5.53157,Cooperative Game,Dice
4452,When Darkness Comes: Hell Unleashed,2002,5.52266,Cooperative Game,Dice
4454,Statis Pro Football,1973,5.64932,Not available,Sports
4455,"The Great Invasion: The Gettysburg Campaign June 24 – July 3, 1863",1985,5.51279,Area Movement,American Civil War
4456,1862,1990,5.47548,Dice Rolling,American Civil War
4457,Not available,Not available,Not available,Not available,Not available
4459,Not available,Not available,Not available,Not available,Not available
4461,Chauvinist Pigs,1991,0,Cooperative Game,Bluffing
4462,FS Chess Football: A Thinking Fan's Game,1999,0,Roll / Spin and Move,Action / Dexterity
4463,Not available,Not available,Not available,Not available,Not available
4465,Not available,Not available,Not available,Not available,Not available
4467,Not available,Not available,Not available,Not available,Not available
4469,WildWords,2001,0,Not available,Word Game
4470,Xanth,1991,5.45617,Pick-up and Deliver,Exploration
4472,Arnhem Bridge,1982,5.52826,Action Points,Wargame
4473,Pompeii: The Last Days,1989,5.5034,Area Movement,Ancient
4475,Unexpected Treasures,2002,5.69967,Set Collection,Not available
4476,Hot Potato,1988,5.42438,Not available,Action / Dexterity
4477,Station Manager,2002,5.4806,Pick-up and Deliver,Card Game
4478,Not available,Not available,Not available,Not available,Not available
4480,Not available,Not available,Not available,Not available,Not available
4482,Winchester,1990,0,Roll / Spin and Move,Racing
4483,The Buntu Circus,1997,0,Pattern Building,Abstract Strategy
4484,Maremba,1985,0,Not available,Abstract Strategy
4485,Hotel Life,1989,5.60999,Not available,Economic
4486,Dragonslayer,1981,5.48798,Events,Adventure
4487,Silk Road,1985,0,Dice Rolling,Economic
4488,Scarab Lords,2002,5.72239,Area Majority / Influence,Ancient
4489,Not available,Not available,Not available,Not available,Not available
4491,Cave Troll,2002,6.06339,Action Points,Fantasy
4492,Trivial Pursuit: 20th Anniversary Edition,2002,5.35832,Roll / Spin and Move,Party Game
4494,Phase Line Smash,1992,5.53547,Dice Rolling,Modern Warfare
4495,Fill 'er Up!,1996,0,Cooperative Game,Card Game
4496,Horse Sense,1992,0,Roll / Spin and Move,Animals
4497,Monster Mash I,2002,0,Cooperative Game,Adventure
4499,Banana Republic,2002,0,Roll / Spin and Move,Humor
4501,Weed Wars: On Higher Ground,2001,0,Commodity Speculation,Dice
4502,König der Maulwürfel,2002,5.49092,Not available,Racing
4503,Grand Prix: F1,2002,5.52373,Hand Management,Racing
4504,Not available,Not available,Not available,Not available,Not available
4506,"Lindy, the New Flying Game",1927,0,Hand Management,Aviation / Flight
4507,The Lindy Flying Game,1927,0,Take That,Aviation / Flight
4508,Warchon,2002,5.49416,Area Movement,Fantasy
4509,Funny Bones,1968,5.48126,Line Drawing,Action / Dexterity
4511,Armchair Golf,1958,0,Roll / Spin and Move,Dice
4512,Früchtchen,1998,0,Auction/Bidding,Dice
4513,Hand Drauf!,2002,0,Memory,Card Game
4514,Zap!,0,0,Not available,Abstract Strategy
4515,Boundary,1970,0,Enclosure,Abstract Strategy
4516,Ragnarok: The Twilight of the Gods,1981,5.50821,Hexagon Grid,Fantasy
4517,Run Hippy! Run! The Boardgame,2000,0,Hand Management,Card Game
4518,Sauerbaum,1986,5.51603,Cooperative Game,Dice
4519,Yum,1959,5.49533,Dice Rolling,Dice
4520,Tour Mala!s,1998,0,Team-Based Game,Racing
4521,K-Tel Superstar Game: The Original Rock 'n Roll Music Game,1973,0,Roll / Spin and Move,Music
4522,The Ladybug's Costume Party,2002,5.67294,Cooperative Game,Animals
4523,Loser,2001,0,Storytelling,Humor
4524,Waldesfrust,1992,0,Enclosure,Environmental
4525,Articulation,1992,0,Not available,Trivia
4526,Coolympics,2002,0,Not available,Action / Dexterity
4527,Notable Quotables,1990,0,Not available,Trivia
4528,Election Day,2002,0,Hand Management,Bluffing
4529,Hellas,2002,5.82927,Action Points,Ancient
4530,Life is Money,2002,0,Simultaneous Action Selection,Economic
4531,Mein Lieber Biber,2000,0,Hand Management,Action / Dexterity
4532,Thud,2002,5.63137,Square Grid,Abstract Strategy
4534,Rays of Light,1979,0,Not available,Deduction
4536,Gamer Tycoon,2002,0,Not available,Card Game
4538,Golden Goal,1998,0,Not available,Dice
4539,Not available,Not available,Not available,Not available,Not available
4541,el Juego de las Diez Pistas,1999,0,Not available,Card Game
4542,Personality Game,1968,0,Not available,Movies / TV / Radio theme
4543,Indiana Jones and the Temple of Doom,1984,0,Roll / Spin and Move,Adventure
4544,Crusade: Lawrence Welk's All-Star ACS Kit,1967,0,Roll / Spin and Move,Environmental
4545,Upper Hand,1985,0,Pattern Building,Abstract Strategy
4546,Cradle of Civilization,1981,0,Area Movement,Ancient
4547,The Cities Game,1970,0,Not available,City Building
4549,Timestream: The Remnant,2002,0,Not available,Card Game
4550,1000 Blank White Cards,1996,5.71442,Legacy Game,Card Game
4551,Quick Cross,1997,0,Pattern Building,Abstract Strategy
4552,Zorro,1991,5.48705,Not available,American West
4553,Attribute,2002,5.78391,Hand Management,Party Game
4554,Phalanx,1964,5.51388,Not available,Abstract Strategy
4555,Das Blaue Amulett,1986,5.50352,Hand Management,Fantasy
4556,Patton's Best,1987,5.79833,Area Majority / Influence,Wargame
4557,Not available,Not available,Not available,Not available,Not available
4559,Ginny-O,1978,5.47893,Pattern Building,Card Game
4560,Fast 111's,1981,5.49341,Hand Management,Card Game
4561,Carrera de Mente,1985,5.49183,Team-Based Game,Party Game
4562,Mogul,2002,5.71706,Auction/Bidding,Economic
4563,Gorilla,1986,0,Secret Unit Deployment,Animals
4564,Blue & Gray: Four American Civil War Battles,1975,5.66541,Dice Rolling,American Civil War
4565,Not available,Not available,Not available,Not available,Not available
4567,Ripley's Believe It or Not!,1984,5.46087,Point to Point Movement,Bluffing
4568,Racko Plus,2001,5.50407,Hand Management,Card Game
4570,Wordsters,1991,5.51579,Not available,Party Game
4571,Solar Space Maze,1984,0,Roll / Spin and Move,Educational
4573,E$tabli$hment,1984,0,Roll / Spin and Move,Economic
4574,Slang Teasers,1983,5.51795,Not available,Party Game
4575,Saqqara,1981,0,Not available,Abstract Strategy
4576,Dealing with Murder: Fatal Error,2000,0,Not available,Card Game
4578,UNO Wild Tiles,1982,5.47641,Tile Placement,Abstract Strategy
4580,Who Is Going to Do the Dishes?,1991,5.51194,Hand Management,Card Game
4581,Corporate Pursuit,1986,0,Ownership,Economic
4582,The Game of Ancient Kingdoms,1975,0,Tile Placement,Abstract Strategy
4584,James Bond 007 Le Jeu,1989,0,Variable Player Powers,Adventure
4586,Bärenspiel,1983,5.50218,Cooperative Game,Children's Game
4587,Roller Coaster Hippo,1988,5.40023,Acting,Action / Dexterity
4588,Money! Money! Money!,1957,0,Events,Economic
4589,The Love Boat World Cruise Game,1980,0,Roll / Spin and Move,Movies / TV / Radio theme
4590,Duo-Bridge,1978,0,Auction/Bidding,Card Game
4591,Criss-Cross,0,0,Not available,Word Game
4592,Campaign Politiks,1988,0,Not available,Card Game
4593,Blooming Gardens,2002,5.51335,Betting and Bluffing,Bluffing
4594,Guet-Apens,1988,0,Dice Rolling,Fighting
4595,Fortune Seeker,1994,0,Auction/Bidding,Economic
4596,Ein Nilpferd kommt selten allein,1993,5.4843,Line Drawing,Action / Dexterity
4597,Blood Wars,1995,5.46642,Hand Management,Card Game
4598,Word Rummikub,1983,5.49093,Set Collection,Word Game
4600,Der Sport-Vagabund,0,0,Roll / Spin and Move,Racing
4601,Not available,Not available,Not available,Not available,Not available
4603,Juggler's Jam,2002,0,Action Points,Bluffing
4604,Chez Greek,2002,5.56784,Set Collection,Card Game
4605,Not available,Not available,Not available,Not available,Not available
4607,Omnigon,1988,5.50659,Grid Movement,Abstract Strategy
4608,MM-peli,1983,0,Not available,Sports
4609,Tzuris,1999,0,Trick-taking,Card Game
4610,Lord of the Rings: The Duel,2002,5.65796,Hand Management,Fantasy
4611,Haithabu,1975,5.50829,Not available,Medieval
4612,Go Surf,2001,0,Line Drawing,Card Game
4613,1854,2002,5.5941,Network and Route Building,Economic
4614,The Touch,2002,5.49966,Line Drawing,Action / Dexterity
4615,Not available,Not available,Not available,Not available,Not available
4617,Mercanauts,0,0,Commodity Speculation,Adventure
4618,Networking,1993,0,Roll / Spin and Move,Economic
4619,Not available,Not available,Not available,Not available,Not available
4621,Cloak & Dagger,1984,5.50727,Dice Rolling,Movies / TV / Radio theme
4622,Not available,Not available,Not available,Not available,Not available
4624,Electronic Arcade Mania,1983,0,Betting and Bluffing,Action / Dexterity
4626,Thistle,1966,0,Team-Based Game,Card Game
4627,Ultra-Warrior,1981,5.47733,Dice Rolling,Science Fiction
4628,Ice Cube,1972,0,Roll / Spin and Move,Children's Game
4629,A Racing Game!,1999,0,Roll / Spin and Move,Children's Game
4630,Fire on the Suns: Tactical Command (2nd Edition),2002,0,Hexagon Grid,Electronic
4631,Not available,Not available,Not available,Not available,Not available
4633,Stop,2001,5.48599,Hand Management,Card Game
4634,Warhammer Warriors: Kal Jerico,1999,5.49388,Rock-Paper-Scissors,Book
4635,1 on 1 Adventure Gamebooks: Castle Arcania,1985,0,Role Playing,Adventure
