Name,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Domain1,above_average,Bayesian Average,Most Notable Genre,Most Notable Mechanic,Price,pct_rated,bayes_above_average,Year Published,Owned_Bool,Year Offset,Owned_Per_Year,perYear_Bool
Adventurer: A Game of Man to Man Brawling in the Far Future,2,6,90,12,81,6.19,2.18,238,Strategy Games,False,5.53,Science Fiction,Action Queue,10.0,0.34,False,1980,False,44,5.41,False
Among Thieves,3,8,45,14,90,6.17,1.33,443,other,False,5.52,Bluffing,Prisoner's Dilemma,12.0,0.2,False,2019,True,5,88.6,True
Among Thieves,3,8,45,14,90,6.17,1.33,443,other,False,5.52,Bluffing,Prisoner's Dilemma,12.0,0.2,False,2016,True,8,55.38,True
Curses!,3,6,25,12,575,5.68,1.13,1059,other,False,5.51,Action / Dexterity,Acting,13.94,0.54,False,2001,True,23,46.04,True
Brettfußball,2,2,45,12,66,6.36,2.0,115,Abstract Games,False,5.52,Abstract Strategy,Area Movement,31.0,0.57,False,1984,False,40,2.88,False
Frutticola,2,4,60,10,38,6.63,2.67,146,other,True,5.69,Economic,Worker Placement,65.0,0.26,True,2020,False,4,36.5,True
OMEGA,2,4,30,8,39,7.08,3.5,41,Abstract Games,True,5.52,Abstract Strategy,Tile Placement,39.0,0.95,False,2010,False,14,2.93,False
Museum Heist,2,4,20,8,83,6.2,0.0,216,other,False,5.53,Deduction,Betting and Bluffing,11.0,0.38,False,2017,False,7,30.86,True
Deckscape: Demo,1,6,10,12,49,6.48,1.33,91,other,True,5.54,Card Game,Cooperative Game,5.0,0.54,False,2017,False,7,13.0,False
Riffifi,3,5,15,10,97,6.06,1.0,161,other,False,5.53,Card Game,Simultaneous Action Selection,11.5,0.6,False,2000,False,24,6.71,False
Zombie Cinema,3,6,120,12,34,6.76,2.5,88,Thematic Games,True,5.53,Horror,Cooperative Game,20.0,0.39,False,2008,False,16,5.5,False
"Graveyards, Ghosts & Haunted Houses",2,4,30,8,49,6.65,1.0,139,other,True,5.52,Abstract Strategy,Area Majority / Influence,12.99,0.35,False,2015,False,9,15.44,False
Plotalot,2,5,45,8,30,7.52,2.0,77,other,True,5.53,Card Game,Card Play Conflict Resolution,18.99,0.39,False,2020,False,4,19.25,False
Botts and Balls,2,6,45,12,39,6.72,3.0,21,other,True,5.52,Puzzle,Not available,150.0,1.86,False,2004,False,20,1.05,False
Card Capture,1,1,30,8,36,7.22,1.33,47,other,True,5.57,Abstract Strategy,"Deck, Bag, and Pool Building",15.5,0.77,True,2018,False,6,7.83,False
The Fulda Gap: The Battle for the Center,1,4,3000,0,37,7.11,3.67,193,Wargames,True,5.54,Modern Warfare,Chit-Pull System,104.99,0.19,False,2020,False,4,48.25,True
Les Fils de Samarande,2,5,60,10,86,6.16,2.0,183,other,False,5.53,Arabian,Action Points,18.0,0.47,False,2005,False,19,9.63,False
The Adventure Zone: Bureau of Balance Game,2,5,90,12,85,9.19,1.6,254,other,True,5.54,Adventure,Cooperative Game,59.99,0.33,False,2020,False,4,63.5,True
Jumbo Grand Prix,2,5,30,8,132,5.87,1.4,178,Family Games,False,5.52,Card Game,Not available,8.0,0.74,False,1998,False,26,6.85,False
Les taxis de la Marne,1,5,30,10,72,6.26,1.0,157,other,False,5.53,Card Game,Cooperative Game,29.95,0.46,False,2015,False,9,17.44,False
Kyoto,3,6,45,10,33,7.19,1.75,95,other,True,5.58,Environmental,Bribery,32.9,0.35,True,2020,False,4,23.75,True
D-Day at Iwo Jima,1,2,360,0,52,6.72,4.89,322,Wargames,True,5.53,Wargame,Campaign / Battle Card Driven,65.0,0.16,False,2018,True,6,53.67,True
Pink Hijinks,2,2,5,14,126,6.01,1.88,354,other,False,5.53,Not available,Dice Rolling,7.99,0.36,False,2012,True,12,29.5,True
Vinegar Joe's War: CBI,1,2,240,12,43,6.75,3.38,241,Wargames,True,5.53,Wargame,Hexagon Grid,2.0,0.18,False,2005,False,19,12.68,False
Avalanche,2,6,30,8,244,5.72,1.2,472,Abstract Games,False,5.52,Abstract Strategy,Not available,30.0,0.52,False,1965,True,59,8.0,False
Pentalath,2,2,20,8,43,6.69,2.0,48,Abstract Games,True,5.53,Abstract Strategy,Enclosure,19.0,0.9,False,2009,False,15,3.2,False
Zombie Kidz,2,4,15,7,175,5.9,1.11,406,other,False,5.54,Children's Game,Cooperative Game,7.0,0.43,False,2013,True,11,36.91,True
Kung Fu 2100,1,2,90,12,81,6.23,1.6,244,other,False,5.52,Fighting,Grid Movement,7.5,0.33,False,1980,False,44,5.55,False
Seven Seas to Victory,2,2,120,12,34,7.05,2.83,140,Wargames,True,5.52,Nautical,Hexagon Grid,20.0,0.24,False,1992,False,32,4.38,False
Cosmic Balance,2,5,60,12,37,7.21,2.0,128,other,True,5.52,Card Game,Action Points,40.0,0.29,False,2016,False,8,16.0,False
Wembley,3,8,60,12,103,6.09,1.25,220,other,False,5.53,Dice,Dice Rolling,10.0,0.47,False,1952,False,72,3.06,False
Sergeants D-Day,2,4,90,12,35,7.15,3.17,117,Wargames,True,5.52,Wargame,Campaign / Battle Card Driven,70.0,0.3,False,2014,False,10,11.7,False
No Dice,2,4,30,8,39,6.77,2.14,74,Abstract Games,True,5.52,Abstract Strategy,Not available,8.0,0.53,False,1987,False,37,2.0,False
Escrete,2,4,120,10,33,7.38,1.88,44,other,True,5.52,Sports,Area Movement,15.5,0.75,False,1982,False,42,1.05,False
Floriado,2,2,20,10,71,6.17,1.67,106,Abstract Games,False,5.52,Abstract Strategy,Set Collection,15.0,0.67,False,2003,False,21,5.05,False
Mason-Dixon: The Second American Civil War,2,2,120,12,62,6.51,3.18,376,Wargames,True,5.53,Civil War,Hexagon Grid,40.0,0.16,False,1995,True,29,12.97,False
Anzio/Cassino,2,2,0,0,62,6.31,1.69,175,Wargames,False,5.52,Wargame,Hexagon Grid,33.0,0.35,False,2010,False,14,12.5,False
"Bittereinder: The Second Anglo-Boer War, 1899-1902",2,2,480,12,69,6.26,2.69,380,Wargames,False,5.52,Post-Napoleonic,Hexagon Grid,18.0,0.18,False,2000,True,24,15.83,False
Street Fighter: The Miniatures Game,2,6,90,14,89,8.04,2.0,198,other,True,5.85,Card Game,Campaign / Battle Card Driven,190.0,0.45,True,2020,False,4,49.5,True
Gettysburg: High Tide of the Confederacy,2,8,600,12,33,7.23,3.29,134,Wargames,True,5.54,American Civil War,Dice Rolling,35.0,0.25,False,1982,False,42,3.19,False
Pitch Deck,4,12,60,17,52,6.77,2.0,205,other,True,5.52,Party Game,Acting,6.0,0.25,False,2017,False,7,29.29,True
Dr. Beaker,2,4,15,8,104,6.04,1.0,317,other,False,5.52,Action / Dexterity,Pattern Recognition,4.0,0.33,False,2017,True,7,45.29,True
Infinity Dungeon: Peril without End,3,8,60,10,84,6.14,1.14,479,other,False,5.53,Card Game,Cooperative Game,20.0,0.18,False,2012,True,12,39.92,True
Farkle,2,8,30,8,66,6.31,1.0,218,other,False,5.54,Dice,Dice Rolling,15.5,0.3,False,0,False,2024,0.11,False
Farkle,2,8,30,8,66,6.31,1.0,218,other,False,5.54,Dice,Dice Rolling,15.5,0.3,False,1996,False,28,7.79,False
Relic Knights: Darkspace Calamity,2,4,60,13,52,6.61,2.5,244,other,True,5.52,Humor,Hand Management,260.0,0.21,False,2014,False,10,24.4,True
Momentum,2,3,15,10,44,6.7,2.25,41,Abstract Games,True,5.52,Abstract Strategy,Tile Placement,15.0,1.07,False,2010,False,14,2.93,False
Orbit,3,6,45,12,67,6.33,2.0,282,Abstract Games,False,5.52,Abstract Strategy,Auction/Bidding,35.0,0.24,False,1993,False,31,9.1,False
Little Thunder Witch,2,4,15,5,60,6.38,1.11,103,Children's Games,False,5.52,Children's Game,Dice Rolling,54.0,0.58,False,2006,False,18,5.72,False
Fatal Alliances II,2,5,240,12,48,6.64,3.71,103,Wargames,True,5.53,Wargame,Dice Rolling,12.0,0.47,False,1994,False,30,3.43,False
Les Dieux Nomades,2,5,300,0,35,7.15,3.67,148,Wargames,True,5.53,Fantasy,Hexagon Grid,40.0,0.24,False,1994,False,30,4.93,False
Adaman,1,1,10,0,102,6.0,1.27,58,Family Games,False,5.53,Card Game,Hand Management,15.5,1.76,False,2010,False,14,4.14,False
Mini Car Wars,2,8,0,10,58,6.43,2.0,239,Wargames,False,5.52,Fighting,Dice Rolling,5.0,0.24,False,1987,False,37,6.46,False
Credo!: the Game of Dueling Dogmas,2,5,60,12,228,5.8,2.35,379,Strategy Games,False,5.52,Card Game,Voting,15.0,0.6,False,1993,True,31,12.23,False
Whales Destroying The World,3,6,20,7,74,6.19,1.25,194,other,False,5.51,Bluffing,Open Drafting,7.0,0.38,False,2019,False,5,38.8,True
Batman: The Animated Series - Rogues Gallery,3,5,45,12,57,6.56,1.0,192,other,True,5.55,Comic Book / Strip,Push Your Luck,32.99,0.3,True,2019,False,5,38.4,True
Widget Ridge,1,2,45,12,42,7.49,2.0,123,other,True,5.55,Card Game,"Deck, Bag, and Pool Building",15.0,0.34,True,2019,False,5,24.6,True
CONEX,2,4,20,8,158,5.91,1.0,277,other,False,5.52,Abstract Strategy,Dice Rolling,10.0,0.57,False,2017,False,7,39.57,True
Star System,2,2,30,9,99,6.03,2.08,158,other,False,5.52,Card Game,Open Drafting,9.99,0.63,False,2007,False,17,9.29,False
Экивоки,2,16,60,16,73,6.42,1.0,101,other,False,5.57,Party Game,Acting,15.5,0.72,True,2013,False,11,9.18,False
Wonderland Xiii,2,4,30,6,48,6.58,2.0,76,other,True,5.52,Card Game,Hand Management,12.0,0.63,False,2018,False,6,12.67,False
10 Dice,2,8,30,10,42,7.03,1.0,76,other,True,5.53,Dice,Communication Limits,15.5,0.55,False,2020,False,4,19.0,False
You Suck,2,6,30,8,128,5.91,1.36,251,other,False,5.53,Animals,Trick-taking,12.49,0.51,False,2013,False,11,22.82,False
La Casa de Papel Escape Game,3,8,90,14,49,6.49,0.0,142,other,True,5.56,Deduction,Deduction,14.0,0.35,True,2019,False,5,28.4,True
Czechoslovakia 1938,2,2,180,12,80,6.31,2.42,427,Wargames,False,5.52,Wargame,Hexagon Grid,3.0,0.19,False,1993,True,31,13.77,False
Flash 10,2,5,20,8,74,6.15,1.0,125,Family Games,False,5.55,Card Game,Pattern Building,5.0,0.59,True,2013,False,11,11.36,False
L'Auberge des pirates,2,8,20,7,35,6.99,1.0,105,other,True,5.54,Bluffing,Push Your Luck,15.5,0.33,False,2018,False,6,17.5,False
Dead Man's Chest,3,8,30,8,205,5.84,1.23,667,other,False,5.53,Bluffing,Betting and Bluffing,9.99,0.31,False,2015,True,9,74.11,True
Sumoku,1,8,15,9,116,5.97,1.33,371,Family Games,False,5.53,Educational,Cooperative Game,10.49,0.31,False,2010,True,14,26.5,True
The Phoenix Syndicate,2,4,90,14,33,7.27,3.33,111,other,True,5.54,Space Exploration,Action Retrieval,19.0,0.3,False,2019,False,5,22.2,False
"Chariot: Tactical Warfare in the ""Biblical"" Age, 3000-500 BC",2,2,120,12,58,6.45,2.14,210,Wargames,True,5.53,Ancient,Dice Rolling,40.0,0.28,False,1975,False,49,4.29,False
Valley Of The Four Winds,2,2,60,12,112,5.97,3.25,317,Wargames,False,5.53,Fantasy,Hexagon Grid,14.99,0.35,False,1980,True,44,7.2,False
Cité,3,4,60,10,123,6.1,2.0,281,other,False,5.53,City Building,Team-Based Game,30.0,0.44,False,2010,False,14,20.07,False
Pokémon Master Trainer,2,6,45,7,1264,5.84,1.91,2427,Family Games,False,5.59,Adventure,Roll / Spin and Move,10.0,0.52,True,1999,True,25,97.08,True
Blitzkrieg 1940,2,2,120,12,58,6.58,2.5,348,Wargames,True,5.53,Wargame,Dice Rolling,20.0,0.17,False,1997,True,27,12.89,False
Byzantium,2,4,180,0,56,6.54,3.1,282,Wargames,True,5.53,Educational,Area Movement,30.0,0.2,False,2005,False,19,14.84,False
Byzantium,2,4,180,0,56,6.54,3.1,282,Wargames,True,5.53,Educational,Area Movement,30.0,0.2,False,1996,False,28,10.07,False
Wordz,3,7,20,10,45,6.62,2.0,101,other,True,5.53,Bluffing,Pattern Recognition,15.5,0.45,False,2011,False,13,7.77,False
Battlegame Book 2: Knights at War,2,4,20,7,45,6.64,2.14,98,other,True,5.53,Book,Dice Rolling,12.0,0.46,False,1975,False,49,2.0,False
Ultimate,2,2,15,0,46,6.75,1.85,67,other,True,5.52,Sports,Dice Rolling,16.0,0.69,False,2008,False,16,4.19,False
Storage Wars: The Game,2,6,30,8,129,5.93,1.25,281,Family Games,False,5.52,Movies / TV / Radio theme,Auction/Bidding,9.99,0.46,False,2012,False,12,23.42,True
Hagakure,3,5,25,10,68,6.38,1.25,141,other,False,5.55,Card Game,Trick-taking,5.0,0.48,True,2020,False,4,35.25,True
Nuts!,1,8,120,10,39,6.74,3.25,99,Wargames,True,5.52,Book,Campaign / Battle Card Driven,5.0,0.39,False,2005,False,19,5.21,False
Nuts!,1,8,120,10,39,6.74,3.25,99,Wargames,True,5.52,Book,Campaign / Battle Card Driven,5.0,0.39,False,2011,False,13,7.62,False
Invasion: Earth,2,2,120,12,95,6.07,2.73,336,Wargames,False,5.53,Science Fiction,Area Movement,30.0,0.28,False,1981,True,43,7.81,False
Der Schatz der 13 Inseln,2,4,20,6,59,6.35,1.75,134,other,False,5.53,Action / Dexterity,Memory,5.0,0.44,False,2015,False,9,14.89,False
BANG!: Halo,3,7,30,8,123,6.03,1.8,367,other,False,5.51,Bluffing,Hand Management,5.0,0.34,False,2014,True,10,36.7,True
Anno Domini,4,4,60,10,145,5.94,1.8,299,other,False,5.53,Medieval,Area Movement,19.9,0.48,False,1995,False,29,10.31,False
"The Cossacks Are Coming!: The Tannenberg Campaign August and September, 1914 - 2nd Edition",1,3,300,16,31,7.34,4.31,136,Wargames,True,5.52,Wargame,Dice Rolling,30.0,0.23,False,2004,False,20,6.8,False
BARPIG,3,7,60,13,94,6.4,1.5,264,other,False,5.53,Animals,Campaign / Battle Card Driven,8.0,0.36,False,2017,False,7,37.71,True
Ten Suns,1,6,45,10,30,7.55,2.0,95,other,True,5.54,Card Game,Auction/Bidding,24.99,0.32,False,2020,False,4,23.75,True
GiftTRAP Lite,3,8,30,5,67,6.21,1.0,292,other,False,5.52,Card Game,Hand Management,7.0,0.23,False,2010,False,14,20.86,False
Chosin: X Corps Escapes the Trap,2,2,240,12,39,6.97,3.67,264,Wargames,True,5.53,Korean War,Dice Rolling,19.95,0.15,False,2009,False,15,17.6,False
Flintloque,2,2,120,0,45,6.7,2.44,81,Wargames,True,5.53,Fantasy,Variable Phase Order,15.5,0.56,False,1995,False,29,2.79,False
"Shiloh: The Battle for Tennessee, 6-7 April, 1862",2,2,120,12,53,6.49,2.44,135,Wargames,True,5.53,American Civil War,Dice Rolling,14.0,0.39,False,1975,False,49,2.76,False
Thoughtwave,2,2,20,8,72,6.23,2.11,150,Abstract Games,False,5.53,Abstract Strategy,Pattern Building,10.0,0.48,False,1974,False,50,3.0,False
Gods,2,4,45,12,172,5.84,2.35,296,other,False,5.53,Mythology,Tile Placement,24.4,0.58,False,2001,False,23,12.87,False
Takara Island,2,6,45,8,165,5.87,1.63,248,other,False,5.52,Exploration,Action Points,30.0,0.67,False,2011,False,13,19.08,False
The Contender: The Game of Presidential Debate,3,99,30,11,108,6.21,1.17,291,other,False,5.51,Card Game,Hand Management,15.5,0.37,False,2015,False,9,32.33,True
Fast Food,2,6,15,7,102,6.02,1.0,143,Children's Games,False,5.52,Action / Dexterity,Not available,8.0,0.71,False,2009,False,15,9.53,False
Desktop HEBOCON Battle Kit,2,4,40,6,36,6.81,2.0,51,other,True,5.53,Fighting,Grid Coverage,42.0,0.71,False,2017,False,7,7.29,False
Decipher,2,4,30,10,43,6.84,1.0,88,other,True,5.59,Deduction,Not available,9.0,0.49,True,2020,False,4,22.0,False
Girl Genius: The Works,2,4,30,12,37,6.81,0.0,128,other,True,5.52,Card Game,Modular Board,15.5,0.29,False,2001,False,23,5.57,False
Girl Genius: The Works,2,4,30,12,37,6.81,0.0,128,other,True,5.52,Card Game,Modular Board,15.5,0.29,False,2018,False,6,21.33,False
King's Valley,2,2,5,0,43,6.59,1.0,67,other,True,5.53,Abstract Strategy,Grid Movement,15.5,0.64,False,2006,False,18,3.72,False
Panzer Korps,1,2,120,12,34,7.05,1.83,77,Wargames,True,5.54,Wargame,Hexagon Grid,49.49,0.44,False,1982,False,42,1.83,False
Bitskrieg,2,2,30,6,39,6.7,1.4,117,Wargames,True,5.53,Children's Game,Dice Rolling,12.0,0.33,False,2017,False,7,16.71,False
Pie Factory,2,4,30,10,296,5.7,1.36,850,other,False,5.52,Card Game,Open Drafting,8.0,0.35,False,2014,True,10,85.0,True
Six Day War: 1967,1,2,0,0,41,6.97,3.5,221,Wargames,True,5.53,Modern Warfare,Hexagon Grid,19.94,0.19,False,2012,False,12,18.42,False
Ambagibus,1,1,15,0,52,6.54,1.33,76,other,True,5.53,City Building,Tile Placement,20.0,0.68,False,2009,False,15,5.07,False
Ohio,2,5,30,12,111,5.99,1.6,127,Family Games,False,5.54,Card Game,Trick-taking,13.0,0.87,False,1998,False,26,4.88,False
Laguna,2,4,30,9,146,5.88,2.0,296,other,False,5.52,Puzzle,Not available,15.0,0.49,False,2000,False,24,12.33,False
Into the Black: Boarding Party,1,4,120,13,43,7.21,3.0,157,other,True,5.52,Dice,Action Queue,25.0,0.27,False,2018,False,6,26.17,True
Instacrime: Munford,2,6,60,10,59,6.42,2.0,121,other,False,5.51,Deduction,Cooperative Game,10.0,0.49,False,2020,False,4,30.25,True
Tavern Fame,2,5,30,10,63,6.73,1.0,151,other,True,5.52,Bluffing,Auction/Bidding,15.0,0.42,False,2015,False,9,16.78,False
Micro City,1,1,30,10,54,6.44,2.0,165,other,True,5.55,City Building,Dice Rolling,10.0,0.33,True,2018,False,6,27.5,True
Brother against Brother,2,2,180,14,34,7.22,2.0,60,Wargames,True,5.53,American Civil War,Dice Rolling,25.0,0.57,False,1997,False,27,2.22,False
Pacific Rim: Extinction,2,6,90,14,37,7.28,1.75,136,other,True,5.55,Miniatures,Dice Rolling,90.0,0.27,True,2018,False,6,22.67,False
Trappist One,2,4,60,12,63,6.45,2.71,94,other,True,5.52,Card Game,Hand Management,15.5,0.67,False,2018,False,6,15.67,False
The Lord of the Rings Labyrinth,2,4,60,9,88,6.08,1.43,229,other,False,5.52,Fantasy,Modular Board,30.0,0.38,False,2003,False,21,10.9,False
Sherlock Deluxe,2,5,15,5,50,6.47,1.0,140,Children's Games,True,5.53,Card Game,Memory,9.99,0.36,False,2009,False,15,9.33,False
Tolomeo,2,5,60,8,37,7.16,1.5,71,other,True,5.53,Educational,Action Queue,15.5,0.52,False,2017,False,7,10.14,False
Deliverance,1,4,120,13,34,9.25,0.0,9,other,True,6.03,Adventure,Action Points,140.0,3.78,True,2020,False,4,2.25,False
Terra Turrium,2,4,90,12,90,6.08,2.25,318,Abstract Games,False,5.52,Abstract Strategy,Action Points,39.99,0.28,False,1990,True,34,9.35,False
Flippin' Fruit,2,4,15,8,36,6.89,1.5,73,other,True,5.52,Dice,Dice Rolling,8.0,0.49,False,2014,False,10,7.3,False
Feed the ducks,2,4,20,6,37,7.11,1.75,40,Abstract Games,True,5.52,Abstract Strategy,Area Movement,15.5,0.92,False,2011,False,13,3.08,False
BASKETmind,2,2,45,11,36,7.18,2.5,50,Family Games,True,5.53,Bluffing,Dice Rolling,5.0,0.72,False,2012,False,12,4.17,False
Apples to Apples to Go,4,8,30,12,386,5.71,1.08,1015,Party Games,False,5.52,Card Game,Hand Management,2.0,0.38,False,2007,True,17,59.71,True
Austerlitz 1805: Le choc des cavaleries,2,2,240,12,31,7.25,2.83,170,Wargames,True,5.53,Napoleonic,Hexagon Grid,20.0,0.18,False,1995,False,29,5.86,False
Sonic the Hedgehog: Battle Racers,1,5,60,9,44,7.13,2.0,131,other,True,5.52,Animals,Hand Management,39.99,0.34,False,2018,False,6,21.83,False
East & West: The Third Mondial War,2,6,360,12,84,6.26,3.33,197,Wargames,False,5.53,Modern Warfare,Dice Rolling,59.0,0.43,False,1981,False,43,4.58,False
"Pirates, Ninjas, Robots, & Zombies",2,4,25,8,83,6.13,1.0,215,other,False,5.52,Pirates,Tile Placement,4.0,0.39,False,2014,False,10,21.5,False
Star Wars Lightsaber Dueling,2,2,20,12,102,5.92,2.0,235,Thematic Games,False,5.53,Book,Rock-Paper-Scissors,30.0,0.43,False,1988,False,36,6.53,False
Raid the Pantry,2,4,30,8,48,7.15,1.67,93,other,True,5.52,Card Game,Auction/Bidding,15.5,0.52,False,2012,False,12,7.75,False
Abilene,3,6,45,8,142,5.91,1.7,302,other,False,5.52,American West,Dice Rolling,20.5,0.47,False,1983,False,41,7.37,False
SYNOD,2,2,15,0,52,6.45,1.75,238,other,True,5.52,Card Game,Hand Management,15.5,0.22,False,2016,False,8,29.75,True
Telepaths,4,24,60,9,109,6.08,1.33,294,other,False,5.54,Party Game,Team-Based Game,10.0,0.37,False,1992,False,32,9.19,False
Baden-Württemberg Catan,3,4,60,10,34,7.0,2.0,159,other,True,5.53,Negotiation,Dice Rolling,45.0,0.21,False,2012,False,12,13.25,False
Operation Spark: the Relief of Leningrad 1943,2,2,180,0,38,6.84,3.75,209,Wargames,True,5.52,Wargame,Dice Rolling,19.0,0.18,False,1997,False,27,7.74,False
James Clavell's Shogun Card Game,3,8,60,10,69,6.22,2.0,122,other,False,5.53,Card Game,Betting and Bluffing,20.0,0.57,False,1983,False,41,2.98,False
Mint Condition,2,5,25,10,78,6.17,1.5,167,other,False,5.52,Card Game,Hand Management,12.0,0.47,False,2019,False,5,33.4,True
The Village Crone,1,6,90,13,350,5.75,2.56,1140,other,False,5.51,Fantasy,Modular Board,29.99,0.31,False,2015,True,9,126.67,True
Ecologies,1,6,90,12,41,7.75,2.0,99,other,True,5.6,Animals,Hand Management,15.5,0.41,True,2019,False,5,19.8,False
Word Jam,5,12,20,10,136,5.89,1.35,353,other,False,5.52,Word Game,Betting and Bluffing,3.5,0.39,False,2004,True,20,17.65,False
Damocles Mission,1,1,120,10,80,6.35,2.71,322,other,False,5.52,Science Fiction,Simulation,12.0,0.25,False,1983,True,41,7.85,False
Paris vaut bien une Messe! Les Guerres de Religion 1562-1598,2,2,60,12,40,6.78,3.0,230,Wargames,True,5.52,Pike and Shot,Dice Rolling,10.0,0.17,False,2003,False,21,10.95,False
Charlemagne: Dark Ages in Europe,2,2,120,12,60,6.47,3.14,271,Wargames,True,5.52,Medieval,Hexagon Grid,14.0,0.22,False,1998,False,26,10.42,False
Find Your Seats,3,4,20,8,58,6.47,2.0,255,other,True,5.52,Card Game,Closed Drafting,3.0,0.23,False,2017,False,7,36.43,True
Spoilers: The Game - Travel Edition,1,8,25,10,34,6.91,1.0,81,other,True,5.52,Card Game,Team-Based Game,15.5,0.42,False,2020,False,4,20.25,False
Ophidian 2350 CCG,2,2,30,8,84,6.31,3.0,317,Customizable Games,False,5.53,Card Game,Action Queue,5.0,0.26,False,2003,True,21,15.1,False
Lettow-Vorbeck East Africa 1914-1918,2,2,120,0,39,6.79,1.75,149,Wargames,True,5.54,Wargame,Campaign / Battle Card Driven,12.99,0.26,False,2015,False,9,16.56,False
Deal: American Dream,3,6,90,16,70,6.67,2.67,104,Strategy Games,True,5.52,Mafia,Area Majority / Influence,49.95,0.67,False,2015,False,9,11.56,False
Crusades II,2,2,240,12,62,6.28,2.0,196,Wargames,False,5.52,Medieval,Hexagon Grid,25.0,0.32,False,1994,False,30,6.53,False
Kniffel Extreme,2,4,20,8,63,6.33,1.33,192,other,False,5.53,Dice,Dice Rolling,15.5,0.33,False,2011,False,13,14.77,False
Karma,2,6,20,8,253,5.8,1.0,777,other,False,5.55,Card Game,Hand Management,5.0,0.33,True,2014,True,10,77.7,True
LIXO?,2,6,20,6,83,6.07,1.33,124,other,False,5.52,Card Game,Auction/Bidding,15.5,0.67,False,2011,False,13,9.54,False
Third and Long: The Football Card Game,2,2,60,10,54,6.53,2.33,113,other,True,5.52,Card Game,Hand Management,19.99,0.48,False,2010,False,14,8.07,False
Queen Bee,2,6,90,10,51,8.42,2.0,85,other,True,5.54,Animals,Alliances,65.0,0.6,False,2020,False,4,21.25,False
Demonslayer: Siege of Mt. Kunlun,1,4,120,9,66,6.47,3.0,232,other,True,5.52,Fantasy,"Deck, Bag, and Pool Building",35.99,0.28,False,2014,False,10,23.2,False
